id,name,nameDisplay,abv,isOrganic,isRetired,createDate,updateDate,glass.name,style.category.name,style.category.createDate,style.name,style.shortName,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,ibu,available.name,year,style.ogMax,srm.name,servingTemperature,style.category.updateDate
BKi6Ss,Yadig? Berliner Hopfenweissen,Yadig? Berliner Hopfenweissen,4.3,N,N,2015-04-14 14:12:06,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Wheat Wine Ale,Wheatwine,45.0,85.0,8.4,12.0,8.0,15.0,1.088,1.024,1.032,2012-03-21 20:06:46,2015-04-07 15:27:17,35.0,Limited,,,,,
EqgmWc,Year of the Dog - Release #1,Year of the Dog - Release #1,7.2,N,N,2018-06-28 20:33:20,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,Imperial Red Ale,Imperial Red,55.0,85.0,7.9,10.5,10.0,15.0,1.08,1.02,1.028,2012-03-21 20:06:46,2015-04-07 17:05:43,73.0,,,,,,
ruYTf6,Yippe Rye Aye!,Yippe Rye Aye!,5.9,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,Pint,Hybrid/mixed Beer,2012-03-21 20:06:46,Light American Wheat Ale or Lager with Yeast,Wheat Ale,10.0,35.0,3.5,5.5,4.0,10.0,1.036,1.006,1.018,2012-03-21 20:06:46,2015-04-07 15:42:48,,,,,,,
CScss3,Yonder Bock - Beer Camp Across America,Yonder Bock - Beer Camp Across America (2014),7.7,N,N,2014-05-14 12:20:07,2018-11-02 02:15:14,Pint,European-germanic Lager,2012-03-21 20:06:46,German-Style Heller Bock/Maibock,Maibock,20.0,38.0,6.0,8.0,4.0,10.0,1.0659999999999998,1.012,1.02,2012-03-21 20:06:46,2015-04-07 15:39:04,45.0,Limited,2014.0,,,,
a8u4ic,Yvan The Great - Beer Camp Across America,Yvan The Great - Beer Camp Across America (2014),6.3,N,N,2014-05-14 12:19:36,2018-11-02 02:15:14,Pint,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Blonde Ale,Belgian Blonde,15.0,30.0,6.0,7.8,4.0,7.0,1.054,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:01,50.0,Limited,2014.0,,,,
9GBACV,Zepher Ale,Zepher Ale,7.5,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,Pint,,,,,,,,,,,,,,,,,Seasonal,,,,,
nwNOxm,ZiegenBock Amber,ZiegenBock Amber,4.9,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,,North American Lager,2012-03-21 20:06:46,American-Style Amber Lager,American Amber Lager,18.0,30.0,4.8,5.4,6.0,14.0,1.042,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:41:26,,,,,,,
EBlZnE,Zoomer,Zoomer,4.7,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Light American Wheat Ale or Lager with Yeast,Wheat Ale,10.0,35.0,3.5,5.5,4.0,10.0,1.036,1.006,1.018,2012-03-21 20:06:46,2015-04-07 15:42:48,,Summer,,,,,
ndBEW0,Xtra Time,Xtra Time,4.4,N,N,2018-09-20 18:36:52,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Session Beer,Session,10.0,30.0,4.0,5.1,2.0,2.0,1.034,1.004,1.01,2012-03-21 20:06:46,2015-04-07 15:42:20,11.0,,,,3.0,,
BKi6Ss,Yadig? Berliner Hopfenweissen,Yadig? Berliner Hopfenweissen,4.3,N,N,2015-04-14 14:12:06,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Wheat Wine Ale,Wheatwine,45.0,85.0,8.4,12.0,8.0,15.0,1.088,1.024,1.032,2012-03-21 20:06:46,2015-04-07 15:27:17,35.0,Limited,,,,,
EqgmWc,Year of the Dog - Release #1,Year of the Dog - Release #1,7.2,N,N,2018-06-28 20:33:20,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,Imperial Red Ale,Imperial Red,55.0,85.0,7.9,10.5,10.0,15.0,1.08,1.02,1.028,2012-03-21 20:06:46,2015-04-07 17:05:43,73.0,,,,,,
ruYTf6,Yippe Rye Aye!,Yippe Rye Aye!,5.9,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,Pint,Hybrid/mixed Beer,2012-03-21 20:06:46,Light American Wheat Ale or Lager with Yeast,Wheat Ale,10.0,35.0,3.5,5.5,4.0,10.0,1.036,1.006,1.018,2012-03-21 20:06:46,2015-04-07 15:42:48,,,,,,,
CScss3,Yonder Bock - Beer Camp Across America,Yonder Bock - Beer Camp Across America (2014),7.7,N,N,2014-05-14 12:20:07,2018-11-02 02:15:14,Pint,European-germanic Lager,2012-03-21 20:06:46,German-Style Heller Bock/Maibock,Maibock,20.0,38.0,6.0,8.0,4.0,10.0,1.0659999999999998,1.012,1.02,2012-03-21 20:06:46,2015-04-07 15:39:04,45.0,Limited,2014.0,,,,
a8u4ic,Yvan The Great - Beer Camp Across America,Yvan The Great - Beer Camp Across America (2014),6.3,N,N,2014-05-14 12:19:36,2018-11-02 02:15:14,Pint,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Blonde Ale,Belgian Blonde,15.0,30.0,6.0,7.8,4.0,7.0,1.054,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:01,50.0,Limited,2014.0,,,,
9GBACV,Zepher Ale,Zepher Ale,7.5,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,Pint,,,,,,,,,,,,,,,,,Seasonal,,,,,
nwNOxm,ZiegenBock Amber,ZiegenBock Amber,4.9,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,,North American Lager,2012-03-21 20:06:46,American-Style Amber Lager,American Amber Lager,18.0,30.0,4.8,5.4,6.0,14.0,1.042,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:41:26,,,,,,,
EBlZnE,Zoomer,Zoomer,4.7,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Light American Wheat Ale or Lager with Yeast,Wheat Ale,10.0,35.0,3.5,5.5,4.0,10.0,1.036,1.006,1.018,2012-03-21 20:06:46,2015-04-07 15:42:48,,Summer,,,,,
ndBEW0,Xtra Time,Xtra Time,4.4,N,N,2018-09-20 18:36:52,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Session Beer,Session,10.0,30.0,4.0,5.1,2.0,2.0,1.034,1.004,1.01,2012-03-21 20:06:46,2015-04-07 15:42:20,11.0,,,,3.0,,
BKi6Ss,Yadig? Berliner Hopfenweissen,Yadig? Berliner Hopfenweissen,4.3,N,N,2015-04-14 14:12:06,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Wheat Wine Ale,Wheatwine,45.0,85.0,8.4,12.0,8.0,15.0,1.088,1.024,1.032,2012-03-21 20:06:46,2015-04-07 15:27:17,35.0,Limited,,,,,
EqgmWc,Year of the Dog - Release #1,Year of the Dog - Release #1,7.2,N,N,2018-06-28 20:33:20,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,Imperial Red Ale,Imperial Red,55.0,85.0,7.9,10.5,10.0,15.0,1.08,1.02,1.028,2012-03-21 20:06:46,2015-04-07 17:05:43,73.0,,,,,,
ruYTf6,Yippe Rye Aye!,Yippe Rye Aye!,5.9,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,Pint,Hybrid/mixed Beer,2012-03-21 20:06:46,Light American Wheat Ale or Lager with Yeast,Wheat Ale,10.0,35.0,3.5,5.5,4.0,10.0,1.036,1.006,1.018,2012-03-21 20:06:46,2015-04-07 15:42:48,,,,,,,
CScss3,Yonder Bock - Beer Camp Across America,Yonder Bock - Beer Camp Across America (2014),7.7,N,N,2014-05-14 12:20:07,2018-11-02 02:15:14,Pint,European-germanic Lager,2012-03-21 20:06:46,German-Style Heller Bock/Maibock,Maibock,20.0,38.0,6.0,8.0,4.0,10.0,1.0659999999999998,1.012,1.02,2012-03-21 20:06:46,2015-04-07 15:39:04,45.0,Limited,2014.0,,,,
a8u4ic,Yvan The Great - Beer Camp Across America,Yvan The Great - Beer Camp Across America (2014),6.3,N,N,2014-05-14 12:19:36,2018-11-02 02:15:14,Pint,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Blonde Ale,Belgian Blonde,15.0,30.0,6.0,7.8,4.0,7.0,1.054,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:01,50.0,Limited,2014.0,,,,
9GBACV,Zepher Ale,Zepher Ale,7.5,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,Pint,,,,,,,,,,,,,,,,,Seasonal,,,,,
nwNOxm,ZiegenBock Amber,ZiegenBock Amber,4.9,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,,North American Lager,2012-03-21 20:06:46,American-Style Amber Lager,American Amber Lager,18.0,30.0,4.8,5.4,6.0,14.0,1.042,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:41:26,,,,,,,
EBlZnE,Zoomer,Zoomer,4.7,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Light American Wheat Ale or Lager with Yeast,Wheat Ale,10.0,35.0,3.5,5.5,4.0,10.0,1.036,1.006,1.018,2012-03-21 20:06:46,2015-04-07 15:42:48,,Summer,,,,,
ndBEW0,Xtra Time,Xtra Time,4.4,N,N,2018-09-20 18:36:52,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Session Beer,Session,10.0,30.0,4.0,5.1,2.0,2.0,1.034,1.004,1.01,2012-03-21 20:06:46,2015-04-07 15:42:20,11.0,,,,3.0,,
BKi6Ss,Yadig? Berliner Hopfenweissen,Yadig? Berliner Hopfenweissen,4.3,N,N,2015-04-14 14:12:06,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Wheat Wine Ale,Wheatwine,45.0,85.0,8.4,12.0,8.0,15.0,1.088,1.024,1.032,2012-03-21 20:06:46,2015-04-07 15:27:17,35.0,Limited,,,,,
EqgmWc,Year of the Dog - Release #1,Year of the Dog - Release #1,7.2,N,N,2018-06-28 20:33:20,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,Imperial Red Ale,Imperial Red,55.0,85.0,7.9,10.5,10.0,15.0,1.08,1.02,1.028,2012-03-21 20:06:46,2015-04-07 17:05:43,73.0,,,,,,
ruYTf6,Yippe Rye Aye!,Yippe Rye Aye!,5.9,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,Pint,Hybrid/mixed Beer,2012-03-21 20:06:46,Light American Wheat Ale or Lager with Yeast,Wheat Ale,10.0,35.0,3.5,5.5,4.0,10.0,1.036,1.006,1.018,2012-03-21 20:06:46,2015-04-07 15:42:48,,,,,,,
CScss3,Yonder Bock - Beer Camp Across America,Yonder Bock - Beer Camp Across America (2014),7.7,N,N,2014-05-14 12:20:07,2018-11-02 02:15:14,Pint,European-germanic Lager,2012-03-21 20:06:46,German-Style Heller Bock/Maibock,Maibock,20.0,38.0,6.0,8.0,4.0,10.0,1.0659999999999998,1.012,1.02,2012-03-21 20:06:46,2015-04-07 15:39:04,45.0,Limited,2014.0,,,,
a8u4ic,Yvan The Great - Beer Camp Across America,Yvan The Great - Beer Camp Across America (2014),6.3,N,N,2014-05-14 12:19:36,2018-11-02 02:15:14,Pint,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Blonde Ale,Belgian Blonde,15.0,30.0,6.0,7.8,4.0,7.0,1.054,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:01,50.0,Limited,2014.0,,,,
9GBACV,Zepher Ale,Zepher Ale,7.5,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,Pint,,,,,,,,,,,,,,,,,Seasonal,,,,,
nwNOxm,ZiegenBock Amber,ZiegenBock Amber,4.9,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,,North American Lager,2012-03-21 20:06:46,American-Style Amber Lager,American Amber Lager,18.0,30.0,4.8,5.4,6.0,14.0,1.042,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:41:26,,,,,,,
EBlZnE,Zoomer,Zoomer,4.7,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Light American Wheat Ale or Lager with Yeast,Wheat Ale,10.0,35.0,3.5,5.5,4.0,10.0,1.036,1.006,1.018,2012-03-21 20:06:46,2015-04-07 15:42:48,,Summer,,,,,
ndBEW0,Xtra Time,Xtra Time,4.4,N,N,2018-09-20 18:36:52,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Session Beer,Session,10.0,30.0,4.0,5.1,2.0,2.0,1.034,1.004,1.01,2012-03-21 20:06:46,2015-04-07 15:42:20,11.0,,,,3.0,,
BKi6Ss,Yadig? Berliner Hopfenweissen,Yadig? Berliner Hopfenweissen,4.3,N,N,2015-04-14 14:12:06,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Wheat Wine Ale,Wheatwine,45.0,85.0,8.4,12.0,8.0,15.0,1.088,1.024,1.032,2012-03-21 20:06:46,2015-04-07 15:27:17,35.0,Limited,,,,,
EqgmWc,Year of the Dog - Release #1,Year of the Dog - Release #1,7.2,N,N,2018-06-28 20:33:20,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,Imperial Red Ale,Imperial Red,55.0,85.0,7.9,10.5,10.0,15.0,1.08,1.02,1.028,2012-03-21 20:06:46,2015-04-07 17:05:43,73.0,,,,,,
ruYTf6,Yippe Rye Aye!,Yippe Rye Aye!,5.9,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,Pint,Hybrid/mixed Beer,2012-03-21 20:06:46,Light American Wheat Ale or Lager with Yeast,Wheat Ale,10.0,35.0,3.5,5.5,4.0,10.0,1.036,1.006,1.018,2012-03-21 20:06:46,2015-04-07 15:42:48,,,,,,,
CScss3,Yonder Bock - Beer Camp Across America,Yonder Bock - Beer Camp Across America (2014),7.7,N,N,2014-05-14 12:20:07,2018-11-02 02:15:14,Pint,European-germanic Lager,2012-03-21 20:06:46,German-Style Heller Bock/Maibock,Maibock,20.0,38.0,6.0,8.0,4.0,10.0,1.0659999999999998,1.012,1.02,2012-03-21 20:06:46,2015-04-07 15:39:04,45.0,Limited,2014.0,,,,
a8u4ic,Yvan The Great - Beer Camp Across America,Yvan The Great - Beer Camp Across America (2014),6.3,N,N,2014-05-14 12:19:36,2018-11-02 02:15:14,Pint,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Blonde Ale,Belgian Blonde,15.0,30.0,6.0,7.8,4.0,7.0,1.054,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:01,50.0,Limited,2014.0,,,,
9GBACV,Zepher Ale,Zepher Ale,7.5,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,Pint,,,,,,,,,,,,,,,,,Seasonal,,,,,
nwNOxm,ZiegenBock Amber,ZiegenBock Amber,4.9,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,,North American Lager,2012-03-21 20:06:46,American-Style Amber Lager,American Amber Lager,18.0,30.0,4.8,5.4,6.0,14.0,1.042,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:41:26,,,,,,,
EBlZnE,Zoomer,Zoomer,4.7,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Light American Wheat Ale or Lager with Yeast,Wheat Ale,10.0,35.0,3.5,5.5,4.0,10.0,1.036,1.006,1.018,2012-03-21 20:06:46,2015-04-07 15:42:48,,Summer,,,,,
ndBEW0,Xtra Time,Xtra Time,4.4,N,N,2018-09-20 18:36:52,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Session Beer,Session,10.0,30.0,4.0,5.1,2.0,2.0,1.034,1.004,1.01,2012-03-21 20:06:46,2015-04-07 15:42:20,11.0,,,,3.0,,
BKi6Ss,Yadig? Berliner Hopfenweissen,Yadig? Berliner Hopfenweissen,4.3,N,N,2015-04-14 14:12:06,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Wheat Wine Ale,Wheatwine,45.0,85.0,8.4,12.0,8.0,15.0,1.088,1.024,1.032,2012-03-21 20:06:46,2015-04-07 15:27:17,35.0,Limited,,,,,
EqgmWc,Year of the Dog - Release #1,Year of the Dog - Release #1,7.2,N,N,2018-06-28 20:33:20,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,Imperial Red Ale,Imperial Red,55.0,85.0,7.9,10.5,10.0,15.0,1.08,1.02,1.028,2012-03-21 20:06:46,2015-04-07 17:05:43,73.0,,,,,,
ruYTf6,Yippe Rye Aye!,Yippe Rye Aye!,5.9,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,Pint,Hybrid/mixed Beer,2012-03-21 20:06:46,Light American Wheat Ale or Lager with Yeast,Wheat Ale,10.0,35.0,3.5,5.5,4.0,10.0,1.036,1.006,1.018,2012-03-21 20:06:46,2015-04-07 15:42:48,,,,,,,
CScss3,Yonder Bock - Beer Camp Across America,Yonder Bock - Beer Camp Across America (2014),7.7,N,N,2014-05-14 12:20:07,2018-11-02 02:15:14,Pint,European-germanic Lager,2012-03-21 20:06:46,German-Style Heller Bock/Maibock,Maibock,20.0,38.0,6.0,8.0,4.0,10.0,1.0659999999999998,1.012,1.02,2012-03-21 20:06:46,2015-04-07 15:39:04,45.0,Limited,2014.0,,,,
a8u4ic,Yvan The Great - Beer Camp Across America,Yvan The Great - Beer Camp Across America (2014),6.3,N,N,2014-05-14 12:19:36,2018-11-02 02:15:14,Pint,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Blonde Ale,Belgian Blonde,15.0,30.0,6.0,7.8,4.0,7.0,1.054,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:01,50.0,Limited,2014.0,,,,
9GBACV,Zepher Ale,Zepher Ale,7.5,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,Pint,,,,,,,,,,,,,,,,,Seasonal,,,,,
nwNOxm,ZiegenBock Amber,ZiegenBock Amber,4.9,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,,North American Lager,2012-03-21 20:06:46,American-Style Amber Lager,American Amber Lager,18.0,30.0,4.8,5.4,6.0,14.0,1.042,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:41:26,,,,,,,
EBlZnE,Zoomer,Zoomer,4.7,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Light American Wheat Ale or Lager with Yeast,Wheat Ale,10.0,35.0,3.5,5.5,4.0,10.0,1.036,1.006,1.018,2012-03-21 20:06:46,2015-04-07 15:42:48,,Summer,,,,,
ndBEW0,Xtra Time,Xtra Time,4.4,N,N,2018-09-20 18:36:52,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Session Beer,Session,10.0,30.0,4.0,5.1,2.0,2.0,1.034,1.004,1.01,2012-03-21 20:06:46,2015-04-07 15:42:20,11.0,,,,3.0,,
BKi6Ss,Yadig? Berliner Hopfenweissen,Yadig? Berliner Hopfenweissen,4.3,N,N,2015-04-14 14:12:06,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Wheat Wine Ale,Wheatwine,45.0,85.0,8.4,12.0,8.0,15.0,1.088,1.024,1.032,2012-03-21 20:06:46,2015-04-07 15:27:17,35.0,Limited,,,,,
EqgmWc,Year of the Dog - Release #1,Year of the Dog - Release #1,7.2,N,N,2018-06-28 20:33:20,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,Imperial Red Ale,Imperial Red,55.0,85.0,7.9,10.5,10.0,15.0,1.08,1.02,1.028,2012-03-21 20:06:46,2015-04-07 17:05:43,73.0,,,,,,
ruYTf6,Yippe Rye Aye!,Yippe Rye Aye!,5.9,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,Pint,Hybrid/mixed Beer,2012-03-21 20:06:46,Light American Wheat Ale or Lager with Yeast,Wheat Ale,10.0,35.0,3.5,5.5,4.0,10.0,1.036,1.006,1.018,2012-03-21 20:06:46,2015-04-07 15:42:48,,,,,,,
CScss3,Yonder Bock - Beer Camp Across America,Yonder Bock - Beer Camp Across America (2014),7.7,N,N,2014-05-14 12:20:07,2018-11-02 02:15:14,Pint,European-germanic Lager,2012-03-21 20:06:46,German-Style Heller Bock/Maibock,Maibock,20.0,38.0,6.0,8.0,4.0,10.0,1.0659999999999998,1.012,1.02,2012-03-21 20:06:46,2015-04-07 15:39:04,45.0,Limited,2014.0,,,,
a8u4ic,Yvan The Great - Beer Camp Across America,Yvan The Great - Beer Camp Across America (2014),6.3,N,N,2014-05-14 12:19:36,2018-11-02 02:15:14,Pint,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Blonde Ale,Belgian Blonde,15.0,30.0,6.0,7.8,4.0,7.0,1.054,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:01,50.0,Limited,2014.0,,,,
9GBACV,Zepher Ale,Zepher Ale,7.5,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,Pint,,,,,,,,,,,,,,,,,Seasonal,,,,,
nwNOxm,ZiegenBock Amber,ZiegenBock Amber,4.9,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,,North American Lager,2012-03-21 20:06:46,American-Style Amber Lager,American Amber Lager,18.0,30.0,4.8,5.4,6.0,14.0,1.042,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:41:26,,,,,,,
EBlZnE,Zoomer,Zoomer,4.7,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Light American Wheat Ale or Lager with Yeast,Wheat Ale,10.0,35.0,3.5,5.5,4.0,10.0,1.036,1.006,1.018,2012-03-21 20:06:46,2015-04-07 15:42:48,,Summer,,,,,
ndBEW0,Xtra Time,Xtra Time,4.4,N,N,2018-09-20 18:36:52,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Session Beer,Session,10.0,30.0,4.0,5.1,2.0,2.0,1.034,1.004,1.01,2012-03-21 20:06:46,2015-04-07 15:42:20,11.0,,,,3.0,,
BKi6Ss,Yadig? Berliner Hopfenweissen,Yadig? Berliner Hopfenweissen,4.3,N,N,2015-04-14 14:12:06,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Wheat Wine Ale,Wheatwine,45.0,85.0,8.4,12.0,8.0,15.0,1.088,1.024,1.032,2012-03-21 20:06:46,2015-04-07 15:27:17,35.0,Limited,,,,,
EqgmWc,Year of the Dog - Release #1,Year of the Dog - Release #1,7.2,N,N,2018-06-28 20:33:20,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,Imperial Red Ale,Imperial Red,55.0,85.0,7.9,10.5,10.0,15.0,1.08,1.02,1.028,2012-03-21 20:06:46,2015-04-07 17:05:43,73.0,,,,,,
ruYTf6,Yippe Rye Aye!,Yippe Rye Aye!,5.9,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,Pint,Hybrid/mixed Beer,2012-03-21 20:06:46,Light American Wheat Ale or Lager with Yeast,Wheat Ale,10.0,35.0,3.5,5.5,4.0,10.0,1.036,1.006,1.018,2012-03-21 20:06:46,2015-04-07 15:42:48,,,,,,,
CScss3,Yonder Bock - Beer Camp Across America,Yonder Bock - Beer Camp Across America (2014),7.7,N,N,2014-05-14 12:20:07,2018-11-02 02:15:14,Pint,European-germanic Lager,2012-03-21 20:06:46,German-Style Heller Bock/Maibock,Maibock,20.0,38.0,6.0,8.0,4.0,10.0,1.0659999999999998,1.012,1.02,2012-03-21 20:06:46,2015-04-07 15:39:04,45.0,Limited,2014.0,,,,
a8u4ic,Yvan The Great - Beer Camp Across America,Yvan The Great - Beer Camp Across America (2014),6.3,N,N,2014-05-14 12:19:36,2018-11-02 02:15:14,Pint,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Blonde Ale,Belgian Blonde,15.0,30.0,6.0,7.8,4.0,7.0,1.054,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:01,50.0,Limited,2014.0,,,,
9GBACV,Zepher Ale,Zepher Ale,7.5,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,Pint,,,,,,,,,,,,,,,,,Seasonal,,,,,
nwNOxm,ZiegenBock Amber,ZiegenBock Amber,4.9,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,,North American Lager,2012-03-21 20:06:46,American-Style Amber Lager,American Amber Lager,18.0,30.0,4.8,5.4,6.0,14.0,1.042,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:41:26,,,,,,,
EBlZnE,Zoomer,Zoomer,4.7,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Light American Wheat Ale or Lager with Yeast,Wheat Ale,10.0,35.0,3.5,5.5,4.0,10.0,1.036,1.006,1.018,2012-03-21 20:06:46,2015-04-07 15:42:48,,Summer,,,,,
ndBEW0,Xtra Time,Xtra Time,4.4,N,N,2018-09-20 18:36:52,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Session Beer,Session,10.0,30.0,4.0,5.1,2.0,2.0,1.034,1.004,1.01,2012-03-21 20:06:46,2015-04-07 15:42:20,11.0,,,,3.0,,
BKi6Ss,Yadig? Berliner Hopfenweissen,Yadig? Berliner Hopfenweissen,4.3,N,N,2015-04-14 14:12:06,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Wheat Wine Ale,Wheatwine,45.0,85.0,8.4,12.0,8.0,15.0,1.088,1.024,1.032,2012-03-21 20:06:46,2015-04-07 15:27:17,35.0,Limited,,,,,
EqgmWc,Year of the Dog - Release #1,Year of the Dog - Release #1,7.2,N,N,2018-06-28 20:33:20,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,Imperial Red Ale,Imperial Red,55.0,85.0,7.9,10.5,10.0,15.0,1.08,1.02,1.028,2012-03-21 20:06:46,2015-04-07 17:05:43,73.0,,,,,,
ruYTf6,Yippe Rye Aye!,Yippe Rye Aye!,5.9,N,N,2012-01-03 02:44:34,2018-11-02 02:15:14,Pint,Hybrid/mixed Beer,2012-03-21 20:06:46,Light American Wheat Ale or Lager with Yeast,Wheat Ale,10.0,35.0,3.5,5.5,4.0,10.0,1.036,1.006,1.018,2012-03-21 20:06:46,2015-04-07 15:42:48,,,,,,,
CScss3,Yonder Bock - Beer Camp Across America,Yonder Bock - Beer Camp Across America (2014),7.7,N,N,2014-05-14 12:20:07,2018-11-02 02:15:14,Pint,European-germanic Lager,2012-03-21 20:06:46,German-Style Heller Bock/Maibock,Maibock,20.0,38.0,6.0,8.0,4.0,10.0,1.0659999999999998,1.012,1.02,2012-03-21 20:06:46,2015-04-07 15:39:04,45.0,Limited,2014.0,,,,
a8u4ic,Yvan The Great - Beer Camp Across America,Yvan The Great - Beer Camp Across America (2014),6.3,N,N,2014-05-14 12:19:36,2018-11-02 02:15:14,Pint,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Blonde Ale,Belgian Blonde,15.0,30.0,6.0,7.8,4.0,7.0,1.054,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:01,50.0,Limited,2014.0,,,,
